kind,.pred_AI,.pred_class,detector,native,name,model,document_id,prompt
AI,0.010794828,Human,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,526,Enhance like native
AI,0.308324218,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,601,Elevate using technical
Human,0.000288976,Human,OriginalityAI,Yes,Real CS224N,Human,818,NA
AI,0.9997,AI,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,96,Simplify like non-native
Human,7.47E-17,Human,GPTZero,Yes,Real College Essays,Human,388,NA
AI,0.158475995,Human,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,568,Plain
Human,2.12E-06,Human,GPTZero,Yes,Real CS224N,Human,747,NA
AI,0.000242889,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,555,Elevate using technical
AI,2.83E-06,Human,Sapling,NA,Fake College Essays - GPT3,GPT3,423,Plain
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,883,NA
AI,0.999995325,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,596,Plain
AI,0.000100059,Human,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,226,Simplify like non-native
AI,0.008606568,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,675,Elevate using technical
AI,0.999999345,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,661,Plain
AI,0.369491547,Human,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,303,Enhance like native
AI,0.000175786,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,626,Elevate using technical
AI,0.898354053,AI,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,684,Plain
Human,0.622032583,AI,Quil,Yes,US 8th grade essay,Human,89,NA
AI,0.869047175,AI,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,187,Simplify like non-native
AI,0.125,Human,ZeroGPT,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,201,Elevate using literary
AI,0,Human,ZeroGPT,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,366,Elevate using literary
Human,1.71E-08,Human,GPTZero,Yes,US 8th grade essay,Human,86,NA
Human,0.000247196,Human,Sapling,Yes,US 8th grade essay,Human,88,NA
Human,0.000189327,Human,HFOpenAI,Yes,US 8th grade essay,Human,916,NA
Human,0,Human,ZeroGPT,Yes,US 8th grade essay,Human,127,NA
Human,0.04351268,Human,OriginalityAI,Yes,Real CS224N,Human,827,NA
Human,0.975465357,AI,Crossplag,No,Real TOEFL,Human,525,NA
Human,1.40E-06,Human,Sapling,Yes,Real College Essays,Human,909,NA
AI,8.62E-07,Human,Sapling,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,69,Elevate using literary
AI,1,AI,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,163,Simplify like non-native
AI,0.000169158,Human,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,78,Enhance like native
Human,0.000218809,Human,Quil,Yes,Real College Essays,Human,295,NA
Human,0.0062,Human,OriginalityAI,Yes,US 8th grade essay,Human,188,NA
AI,0.014144824,Human,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,182,Simplify like non-native
AI,0.858720362,AI,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,644,Elevate using technical
AI,1.47E-05,Human,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,603,Enhance like native
AI,0.000100059,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,499,Elevate using technical
AI,0,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,9,Plain
AI,0.953836264,AI,GPTZero,NA,Fake College Essays - GPT3,GPT3,64,Plain
AI,0.9334174,AI,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,228,Simplify like non-native
Human,0.002360678,Human,Crossplag,Yes,Real CS224N,Human,755,NA
AI,0.251376301,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,563,Plain
AI,8.42E-07,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,552,Elevate using technical
AI,0.973276015,AI,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,475,Elevate using technical
AI,0.000193497,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,339,Enhance like native
Human,0,Human,ZeroGPT,Yes,US 8th grade essay,Human,890,NA
Human,1.82E-11,Human,GPTZero,Yes,Real College Essays,Human,222,NA
AI,0.154453024,Human,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,22,Plain
AI,0.006526554,Human,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,303,Enhance like native
Human,9.92E-07,Human,Sapling,Yes,US 8th grade essay,Human,146,NA
AI,0,Human,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,425,Simplify like non-native
Human,4.00E-04,Human,OriginalityAI,Yes,US 8th grade essay,Human,886,NA
AI,0.999195426,AI,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,182,Simplify like non-native
AI,0.995662391,AI,Crossplag,NA,Fake CS224N - GPT3,GPT3,628,Plain
Human,0.918285608,AI,OriginalityAI,No,Real TOEFL,Human,398,NA
Human,0,Human,ZeroGPT,No,Real TOEFL,Human,900,NA
AI,0.020120522,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,9,Plain
Human,0.00020802,Human,HFOpenAI,Yes,Real College Essays,Human,313,NA
AI,0.000178219,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,556,Elevate using technical
AI,0.00017057,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,709,Elevate using technical
AI,0.00022608,Human,Quil,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,5,Elevate using literary
AI,0.000748429,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,595,Plain
Human,0.999968095,AI,Sapling,No,Real TOEFL,Human,301,NA
AI,0.190992743,Human,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,615,Plain
AI,1.00E-05,Human,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,372,Enhance like native
AI,0.000625149,Human,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,271,Enhance like native
AI,3.00E-07,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,36,Plain
AI,0.000100059,Human,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,254,Enhance like native
Human,0.000171988,Human,Crossplag,Yes,Real CS224N,Human,742,NA
Human,9.65E-05,Human,Sapling,No,Real TOEFL,Human,431,NA
Human,0.000170832,Human,Crossplag,Yes,Real College Essays,Human,224,NA
AI,0,Human,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,354,Enhance like native
AI,0.999794304,AI,Quil,NA,US 8th grade essay - GPT simplify,GPT4,126,Simplify like non-native
Human,0.000234331,Human,Crossplag,Yes,US 8th grade essay,Human,174,NA
Human,0,Human,ZeroGPT,No,Real TOEFL,Human,373,NA
Human,0.653521362,AI,GPTZero,No,Real TOEFL,Human,374,NA
AI,0.021562054,Human,Sapling,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,42,Elevate using literary
Human,5.37E-07,Human,Sapling,Yes,US 8th grade essay,Human,185,NA
AI,0.9972,AI,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,53,Simplify like non-native
AI,0.962021708,AI,Crossplag,NA,Fake CS224N - GPT3,GPT3,593,Plain
AI,2.12E-06,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,465,Elevate using technical
Human,0.000331785,Human,Crossplag,Yes,Real College Essays,Human,421,NA
Human,0.498989334,Human,GPTZero,Yes,Real College Essays,Human,359,NA
Human,0.125,Human,ZeroGPT,Yes,Real College Essays,Human,359,NA
AI,0.998922765,AI,Quil,NA,Fake CS224N - GPT3,GPT3,478,Plain
Human,0.819197416,AI,Quil,Yes,US 8th grade essay,Human,146,NA
Human,0.000466943,Human,Quil,Yes,Real College Essays,Human,421,NA
AI,0.999777019,AI,Quil,NA,Fake CS224N - GPT3,GPT3,641,Plain
Human,0.000171031,Human,OriginalityAI,Yes,Real College Essays,Human,359,NA
AI,0.006283932,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,7,Plain
Human,0.490531981,Human,Quil,No,Real TOEFL,Human,344,NA
Human,0.125,Human,ZeroGPT,Yes,Real College Essays,Human,289,NA
AI,0.000182059,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,386,Elevate using technical
AI,0.997930408,AI,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,406,Simplify like non-native
AI,0.9979,AI,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,234,Simplify like non-native
AI,0.020982124,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,475,Elevate using technical
AI,1,AI,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,449,Simplify like non-native
Human,0,Human,ZeroGPT,Yes,US 8th grade essay,Human,445,NA
Human,0.148938373,Human,HFOpenAI,Yes,Real College Essays,Human,419,NA
AI,0.029578395,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,285,Enhance like native
AI,1.44E-06,Human,Sapling,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,61,Elevate using literary
AI,0.000656477,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,721,Elevate using technical
AI,0.226405865,Human,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,121,Simplify like non-native
AI,0.125,Human,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,129,Simplify like non-native
Human,2.59E-13,Human,GPTZero,Yes,Real CS224N,Human,769,NA
Human,0.000175735,Human,Crossplag,Yes,Real College Essays,Human,485,NA
AI,0.4706164,Human,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,38,Plain
AI,0.98940444,AI,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,36,Plain
Human,0.916481674,AI,HFOpenAI,No,Real TOEFL,Human,495,NA
Human,0.000254548,Human,HFOpenAI,Yes,US 8th grade essay,Human,913,NA
AI,0.00677945,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,682,Elevate using technical
Human,0.000187616,Human,HFOpenAI,Yes,Real College Essays,Human,365,NA
AI,0.995707214,AI,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,120,Simplify like non-native
Human,0.63777709,AI,HFOpenAI,No,Real TOEFL,Human,324,NA
AI,4.98E-07,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,518,Elevate using technical
Human,0.000176713,Human,HFOpenAI,Yes,Real CS224N,Human,814,NA
AI,0.005650862,Human,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,80,Simplify like non-native
Human,9.67E-07,Human,Sapling,Yes,Real College Essays,Human,292,NA
Human,0.941181123,AI,HFOpenAI,No,Real TOEFL,Human,278,NA
Human,0.125,Human,ZeroGPT,Yes,Real College Essays,Human,337,NA
AI,1.47E-05,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,632,Plain
Human,5.63E-06,Human,Sapling,Yes,Real College Essays,Human,729,NA
AI,0.000404268,Human,HFOpenAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,366,Elevate using literary
Human,0.997320354,AI,Crossplag,Yes,US 8th grade essay,Human,128,NA
AI,7.26E-07,Human,Sapling,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,1,Elevate using literary
Human,0.714545228,AI,GPTZero,No,Real TOEFL,Human,901,NA
AI,4.75E-05,Human,OriginalityAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,68,Elevate using literary
AI,0.537103695,AI,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,234,Simplify like non-native
AI,0,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,586,Plain
AI,0.125,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,596,Plain
AI,0.056969803,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,921,Elevate using technical
AI,0.625,AI,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,120,Simplify like non-native
Human,0.000851903,Human,Sapling,No,Real TOEFL,Human,900,NA
AI,0.25,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,483,Elevate using technical
Human,0.000344415,Human,OriginalityAI,Yes,Real College Essays,Human,395,NA
Human,4.73E-56,Human,GPTZero,Yes,Real College Essays,Human,347,NA
Human,0.000171152,Human,Crossplag,Yes,US 8th grade essay,Human,51,NA
AI,0.999988671,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,700,Plain
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,734,NA
Human,1.07E-10,Human,GPTZero,Yes,Real CS224N,Human,833,NA
Human,0.119525887,Human,Crossplag,No,Real TOEFL,Human,924,NA
Human,2.00E-04,Human,OriginalityAI,Yes,US 8th grade essay,Human,227,NA
Human,1.12E-25,Human,GPTZero,Yes,US 8th grade essay,Human,149,NA
Human,0.090554526,Human,Sapling,Yes,US 8th grade essay,Human,361,NA
Human,0.000299661,Human,HFOpenAI,Yes,Real CS224N,Human,739,NA
AI,0.021153353,Human,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,642,Plain
AI,0.375,Human,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,245,Enhance like native
AI,0.999812067,AI,Quil,NA,Fake CS224N - GPT3,GPT3,10,Plain
Human,0.265520468,Human,Sapling,Yes,US 8th grade essay,Human,89,NA
AI,0.013701278,Human,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,433,Enhance like native
Human,5.08E-07,Human,Sapling,Yes,US 8th grade essay,Human,158,NA
AI,0.000100059,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,8,Plain
Human,6.71E-13,Human,GPTZero,Yes,Real College Essays,Human,93,NA
AI,0.006283932,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,593,Plain
Human,0.015842767,Human,Sapling,Yes,US 8th grade essay,Human,128,NA
AI,0,Human,ZeroGPT,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,420,Elevate using literary
AI,0.75,AI,ZeroGPT,NA,Fake College Essays - GPT3,GPT3,892,Plain
AI,2.12E-06,Human,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,354,Enhance like native
Human,0.000171065,Human,Quil,Yes,Real College Essays,Human,412,NA
Human,0.023188406,Human,GPTZero,Yes,Real CS224N,Human,744,NA
Human,6.78E-21,Human,GPTZero,Yes,US 8th grade essay,Human,445,NA
Human,0.961339295,AI,OriginalityAI,Yes,Real CS224N,Human,758,NA
AI,0.025118617,Human,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,369,Enhance like native
AI,0.000100059,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,514,Elevate using technical
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,773,NA
Human,0.084649751,Human,OriginalityAI,Yes,Real College Essays,Human,48,NA
Human,0.028576973,Human,OriginalityAI,Yes,Real College Essays,Human,294,NA
AI,8.23E-07,Human,Sapling,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,60,Elevate using literary
Human,0.012166859,Human,OriginalityAI,Yes,Real CS224N,Human,831,NA
Human,5.00E-04,Human,OriginalityAI,Yes,US 8th grade essay,Human,86,NA
Human,0.022973955,Human,Quil,No,Real TOEFL,Human,490,NA
Human,4.01E-06,Human,Sapling,Yes,US 8th grade essay,Human,913,NA
AI,0.000182531,Human,Crossplag,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,420,Elevate using literary
AI,0.064499535,Human,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,385,Plain
AI,0.914748249,AI,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,126,Simplify like non-native
Human,5.85E-07,Human,Sapling,Yes,US 8th grade essay,Human,227,NA
Human,2.12E-06,Human,GPTZero,Yes,Real CS224N,Human,782,NA
AI,0.000182331,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,599,Elevate using technical
AI,0.144932836,Human,OriginalityAI,NA,Fake College Essays - GPT3,GPT3,72,Plain
Human,0.000189122,Human,Crossplag,Yes,Real College Essays,Human,348,NA
Human,0.868220985,AI,HFOpenAI,No,Real TOEFL,Human,70,NA
Human,0.999365032,AI,OriginalityAI,No,Real TOEFL,Human,343,NA
Human,2.46E-06,Human,Sapling,No,Real TOEFL,Human,373,NA
AI,0.971082097,AI,GPTZero,NA,Fake College Essays - GPT3,GPT3,223,Plain
AI,0.005974012,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,303,Enhance like native
AI,0.001324781,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,299,Enhance like native
AI,0.000105415,Human,OriginalityAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,366,Elevate using literary
Human,1.08E-17,Human,GPTZero,Yes,Real College Essays,Human,540,NA
AI,0.005069435,Human,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,471,Enhance like native
AI,0.375,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,568,Plain
AI,0.999794185,AI,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,493,Plain
AI,0,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,27,Plain
AI,1.47E-05,Human,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,414,Enhance like native
AI,0,Human,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,226,Simplify like non-native
AI,0,Human,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,375,Enhance like native
AI,0.000168026,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,594,Elevate using technical
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,760,NA
AI,1.47E-05,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,600,Elevate using technical
AI,0.000714295,Human,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,95,Simplify like non-native
Human,0.051679574,Human,HFOpenAI,Yes,US 8th grade essay,Human,122,NA
AI,0.999999084,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,564,Plain
Human,0.000539446,Human,OriginalityAI,Yes,Real CS224N,Human,752,NA
Human,2.59E-13,Human,GPTZero,Yes,US 8th grade essay,Human,98,NA
AI,0.000750532,Human,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,279,Enhance like native
AI,0.347074807,Human,Quil,NA,US 8th grade essay - GPT simplify,GPT4,136,Simplify like non-native
Human,0.125,Human,ZeroGPT,Yes,Real CS224N,Human,776,NA
AI,0.999809682,AI,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,17,Plain
Human,0.000216901,Human,Quil,Yes,US 8th grade essay,Human,456,NA
Human,0.000226307,Human,HFOpenAI,Yes,Real CS224N,Human,818,NA
AI,0.000187814,Human,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,317,Enhance like native
Human,0.000179428,Human,Crossplag,Yes,Real College Essays,Human,212,NA
AI,0.000197514,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,496,Elevate using technical
Human,2.12E-06,Human,GPTZero,Yes,Real CS224N,Human,738,NA
AI,0.997911036,AI,Crossplag,NA,Fake CS224N - GPT3,GPT3,39,Plain
AI,1,AI,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,319,Simplify like non-native
AI,0.999810159,AI,Quil,NA,US 8th grade essay - GPT simplify,GPT4,137,Simplify like non-native
AI,0.015622079,Human,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,526,Enhance like native
AI,0.000169516,Human,Quil,NA,US 8th grade essay - GPT simplify,GPT4,131,Simplify like non-native
Human,3.96E-22,Human,GPTZero,Yes,Real College Essays,Human,405,NA
Human,0.25,Human,ZeroGPT,Yes,Real College Essays,Human,313,NA
AI,0.000445306,Human,Quil,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,201,Elevate using literary
AI,0.55741483,AI,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,690,Elevate using technical
AI,0.000199785,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,603,Enhance like native
Human,0.115884215,Human,Crossplag,Yes,US 8th grade essay,Human,361,NA
Human,0.000169595,Human,Crossplag,Yes,US 8th grade essay,Human,141,NA
AI,0.017207794,Human,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,922,Enhance like native
AI,0.381310374,Human,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,429,Enhance like native
AI,1.47E-05,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,715,Elevate using technical
Human,0.000184415,Human,HFOpenAI,Yes,Real CS224N,Human,874,NA
AI,7.91E-10,Human,GPTZero,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,420,Elevate using literary
AI,0.001613809,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,661,Plain
AI,3.87E-05,Human,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,166,Simplify like non-native
AI,5.52E-07,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,726,Elevate using technical
AI,0.850090697,AI,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,160,Simplify like non-native
AI,0.999804676,AI,Quil,NA,Fake CS224N - GPT3,GPT3,16,Plain
AI,0.013701278,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,475,Elevate using technical
AI,0.000174344,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,552,Elevate using technical
Human,1.94E-12,Human,GPTZero,Yes,US 8th grade essay,Human,115,NA
AI,0.000172877,Human,HFOpenAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,539,Elevate using literary
AI,0.000100059,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,657,Elevate using technical
Human,8.46E-33,Human,GPTZero,Yes,Real College Essays,Human,218,NA
AI,0.948494613,AI,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,410,Elevate using technical
Human,0.002279298,Human,GPTZero,No,Real TOEFL,Human,310,NA
Human,2.12E-06,Human,GPTZero,Yes,Real CS224N,Human,767,NA
Human,0,Human,ZeroGPT,Yes,Real College Essays,Human,47,NA
Human,0.863584459,AI,Quil,No,Real TOEFL,Human,884,NA
AI,0.848941445,AI,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,461,Plain
AI,0.000187621,Human,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,488,Enhance like native
AI,0.887165174,AI,GPTZero,NA,Fake CS224N - GPT3,GPT3,687,Plain
AI,0.000341915,Human,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,169,Simplify like non-native
AI,2.12E-06,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,568,Plain
AI,0.950661659,AI,Crossplag,NA,Fake CS224N - GPT3,GPT3,590,Plain
Human,1.45E-11,Human,GPTZero,Yes,Real CS224N,Human,836,NA
AI,0.8969962,AI,Quil,NA,Fake CS224N - GPT3,GPT3,627,Plain
AI,0,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,28,Plain
Human,0.000100059,Human,GPTZero,Yes,Real CS224N,Human,755,NA
Human,0.210009054,Human,OriginalityAI,Yes,Real College Essays,Human,292,NA
AI,0.996394217,AI,Crossplag,NA,Fake College Essays - GPT3,GPT3,903,Plain
AI,0.000170377,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,707,Elevate using technical
AI,0,Human,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,346,Enhance like native
Human,2.12E-06,Human,GPTZero,Yes,Real CS224N,Human,764,NA
AI,0.001833113,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,468,Plain
Human,3.00E-07,Human,GPTZero,Yes,Real CS224N,Human,862,NA
AI,0,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,409,Plain
Human,0.000187647,Human,HFOpenAI,Yes,US 8th grade essay,Human,149,NA
AI,2.19E-05,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,519,Elevate using technical
AI,0.491539836,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,697,Elevate using technical
AI,0.000606537,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,623,Elevate using technical
AI,0.000306487,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,626,Elevate using technical
Human,0.000309855,Human,OriginalityAI,Yes,Real CS224N,Human,883,NA
Human,0.000126998,Human,OriginalityAI,Yes,Real CS224N,Human,774,NA
AI,0.99438081,AI,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,233,Simplify like non-native
AI,1.47E-05,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,533,Plain
Human,2.95E-11,Human,GPTZero,Yes,US 8th grade essay,Human,191,NA
AI,0.125,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,520,Elevate using technical
Human,0.999101639,AI,Quil,No,Real TOEFL,Human,534,NA
Human,0.176288501,Human,GPTZero,No,Real TOEFL,Human,546,NA
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,856,NA
AI,8.50E-05,Human,OriginalityAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,69,Elevate using literary
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,770,NA
AI,6.75E-05,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,715,Elevate using technical
Human,0.002729089,Human,HFOpenAI,Yes,Real College Essays,Human,919,NA
AI,1,AI,ZeroGPT,NA,Fake College Essays - GPT3,GPT3,223,Plain
AI,0.997992039,AI,Quil,NA,Fake CS224N - GPT3,GPT3,535,Plain
AI,0.086250663,Human,Quil,NA,Fake CS224N - GPT3,GPT3,408,Plain
AI,0.999999594,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,25,Plain
Human,0.023395696,Human,OriginalityAI,Yes,Real College Essays,Human,473,NA
Human,0.999983447,AI,Sapling,No,Real TOEFL,Human,543,NA
Human,0.000174371,Human,OriginalityAI,Yes,Real CS224N,Human,820,NA
Human,0.69258678,AI,Crossplag,Yes,US 8th grade essay,Human,135,NA
AI,0.001597502,Human,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,256,Enhance like native
